stop_id,stop_code,stop_name,stop_lat,stop_lon
37,BNHI,BRANDYWINE BLVD & HAINES AVE,39.762043,-75.504168
38,BNLO,BRANDYWINE BLVD & LORE AVE,39.762775,-75.503501
39,B0LI,BRANDYWINE BLVD & LINDAMERE ENT,39.764045,-75.502267
40,BNMA,BRANDYWINE BLVD & MAPLE AVE,39.76527,-75.501053
41,B0MA,BRANDYWINE BLVD & MARION AVE,39.766324,-75.499997
42,BNBE,BRANDYWINE BLVD & BELLEFONTE AVE,39.767677,-75.498541
43,B0HI,BRANDYWINE BLVD & HIGHLAND AVE,39.768316,-75.497307
44,DWBR,DUNCAN RD & BRANDYWINE BLVD,39.77093,-75.49536
45,BW4H,BELLEVUE PKWY  OP BLDG 400 E EN,39.780999,-75.494115
46,PNSI,PHILADELPHIA PK & SILVERSIDE RD,39.782977,-75.480803
48,3262,CLAYMONT TRAIN STATION @ ON-SITE,39.79926,-75.450871
49,SNS1,SOCIETY DR & SHELTER 1,39.821208,-75.459703
50,NWPH,NAAMANS RD & PHILADELPHIA PK,39.810548,-75.442399
51,TSML,TRI STATE MALL & MALL ENTRANCE,39.816302,-75.448994
52,PSSI,PHILADELPHIA PK @ SILVERSIDE RD,39.782588,-75.481664
53,BE4H,BELLEVUE PKWY & BLDG 400 W ENT,39.781052,-75.494286
54,DEBR,DUNCAN RD & BRANDYWINE BLVD,39.770517,-75.494836
55,PSMA,PHILADELPHIA PK & MARSH RD,39.766787,-75.509109
56,MSLE,MARKET ST & LEA BLVD,39.761314,-75.521029
57,KS10,KING ST & 10TH ST (LIBRARY SIDE),39.745138,-75.547092
58,KS08,KING ST & 8TH ST,39.742757,-75.548705
59,4WSH,4TH ST & SHIPLEY ST,39.740658,-75.551621
60,0122,AMTRAK STATION & ML KING-FRENCH,39.737324,-75.551376
61,1000,10TH ST @ MARKET ST,39.745513,-75.547462
63,CNBR,CONCORD PK & BRANDYWINE BLVD,39.808036,-75.54892
64,CMSE,CONCORD MALL & SEARS,39.82125,-75.545427
65,BCNS,BRANDYWINE CMMNS & OP SHOP-RITE,39.823979,-75.548572
66,BTORG,BRANDYWNE TWN CT OP REGAL CINEMA,39.834327,-75.534286
67,BPRE,BRANDYWINE TWN CT & P-N-R/EASTBND,39.831111,-75.535145
68,BTRG,BRANDYWINE TWN CT @ REGAL CINEMA,39.834243,-75.53437
69,BCSS,BRANDYWINE CMMNS & SHOP-RITE,39.824502,-75.548498
70,CSSI,CONCORD PK & SILVERSIDE RD,39.80831,-75.550066
71,18SB,18TH ST & BROOM ST,39.759672,-75.550198
72,WN05,WALNUT ST & 5TH ST,39.739863,-75.548061
73,8WSH,8TH ST & SHIPLEY ST,39.743648,-75.549644
74,ON09,ORANGE ST & 9TH ST,39.744921,-75.549674
75,PNVA,PINE ST & VANDEVER AVE,39.749306,-75.536924
76,NN27,NORTHEAST BLVD & 27TH ST,39.749729,-75.527429
77,BNOP,BOWERS ST & OPPORTUNITY CTR,39.751085,-75.522366
78,LNCN,LEA BLVD & COLONY NORTH,39.757574,-75.517703
79,LSRU,LEA BLVD & OP RUSKIN RD,39.763789,-75.522472
80,LSGW,LEA BLVD & GOODWILL ENT,39.75525,-75.517505
81,NS27,NORTHEAST BLVD & 27TH ST,39.749825,-75.527662
82,26JE,26TH ST & JESSUP ST,39.753338,-75.534038
83,2111,KING ST AT 10TH ST,39.745317,-75.546978
84,4WMO,4TH ST & MONROE ST,39.743612,-75.558809
85,4WLI,4TH ST & LINCOLN ST,39.748824,-75.571695
86,BMPL,BARLEY MILL PLAZ & SHELTER-ENTR CIR,39.758718,-75.600147
88,PCPR,PRICES CORNER & P-N-R BACK,39.736658,-75.621901
89,LN04,LINCOLN ST & 4TH ST,39.748636,-75.571825
90,4EMO,4TH ST & MONROE ST,39.74332,-75.558707
91,JSLA,JACKSON ST & LANCASTER AVE,39.742,-75.562394
92,MWBO,MARYLAND AVE & BOXWOOD RD,39.722549,-75.594625
93,JWJA,DEL RT 4 & MARSHALL ST,39.714746,-75.609139
94,D7ST,DEL RT 7 & TELEGRAPH RD,39.711338,-75.650404
95,DEPK,DELAWARE PARK & ON SITE,39.707921,-75.662275
96,CHMN,CHRISTIANA MALL & P-N-R,39.68224,-75.653133
97,DEPA,DELAWARE PARK & ON SITE,39.704205,-75.671424
98,D7NT,DEL RT7 & OP TELEGRAPH RD,39.710897,-75.65044
99,MEMA,MARKET ST-NWPT & MARSHALL ST,39.713741,-75.608532
100,MEBO,MARYLAND AVE & BOXWOOD SHOP CTR,39.723684,-75.592754
101,MECH,MARYLAND AVE & OP CHESTNUT ST,39.739851,-75.560741
102,FR09,FRENCH ST & 9TH ST,39.743338,-75.546811
103,US04,UNION ST & 4TH ST,39.7489,-75.573351
104,KWWE,KIRKWOOD HWY & WESTERN AVE,39.738925,-75.591713
105,3264,PRICES CORNER & P-N-R FRONT,39.736291,-75.621744
106,KWLI,KIRKWOOD HWY & LIMESTONE RD,39.724654,-75.656855
107,KWHA,KIRKWOOD HWY OP HARMONY RD,39.701078,-75.699887
109,MUNI,S MAIN ST & MUNICIPAL BLDG,39.677586,-75.762514
111,KEHA,KIRKWOOD HWY & HARMONY RD,39.701063,-75.699068
112,KELI,KIRKWOOD HWY & LIMESTONE RD,39.724373,-75.656694
113,KEWE,KIRKWOOD HWY & WESTERN AVE,39.738713,-75.591995
114,9ESP,9TH ST & SPRUCE ST,39.741655,-75.541192
115,8WCL,8TH ST & CLAYTON ST,39.750312,-75.565963
117,WN08,WOODLAWN AVE & 8TH ST,39.753722,-75.574416
118,9ECL,9TH ST & CLAYTON ST,39.75144,-75.565
119,9EMA,9TH ST & MARKET ST,39.74469,-75.548731
120,91WA,9TH ST & WALNUT ST,39.743413,-75.545412
122,GANH,BOWERS ST & GANDER H PRISON,39.742166,-75.531116
123,VWJE,VANDEVER AVE & CARTER ST,39.750257,-75.538202
124,BSLI,BROOM ST & LINDEN ST,39.741905,-75.568871
126,BXNP,BOXWOOD RD & NEWPORT PK,39.72556,-75.618075
128,BNLI,BROOM ST @ LINDEN ST,39.74165,-75.568857
129,VEJE,VANDEVER AVE & JESSUP ST,39.750013,-75.537978
131,DWCL,DELAWARE AVE & CLAYTON ST,39.756998,-75.561308
132,PWRI,PENNSYLVANIA AVE & RISING SUN LN,39.763108,-75.579366
137,RN17,RISING SUN LN & 17TH ST,39.765042,-75.578717
138,DECL,DELAWARE AVE & CLAYTON ST,39.7572,-75.561727
139,WE39,WASHINGTON ST & 39TH ST,39.763133,-75.525969
141,MNWA,MARSH RD & WASHINGTON ST,39.774097,-75.507061
144,MNOL,MARSH RD & OP FORWOOD MANOR,39.806984,-75.500563
145,VSBU,VEALE RD & BUCKINGHAM RD,39.804319,-75.493129
146,VSSI,VEALE RD & SILVERSIDE RD,39.800744,-75.503336
148,ROCK,CARR RD & ROCKWOOD OFF PK,39.776539,-75.510506
150,W1MA,WASHINGTON ST & MATSON RUN PKWY,39.763797,-75.525225
151,BN18,BAYNARD BLVD & 18TH ST,39.754598,-75.546651
152,MIDE,MILLER RD SHOP & DEALS DOLLAR TREE,39.766533,-75.533767
153,BS18,BAYNARD BLVD & 18TH ST,39.755143,-75.546438
154,HEGL,HARVEY RD & OP GLENROCK DR,39.800434,-75.47729
155,PNAR,PHILADELPHIA PK & ARCHMERE ACADEMY,39.803891,-75.455341
156,DWPE,DARLEY RD & PEACHTREE RD,39.812989,-75.466134
157,D0NA,DARLEY RD & NAAMANS RD,39.821603,-75.484097
158,PSAR,PHILADELPHIA PK & OP ARCHMERE ACAD,39.804002,-75.45549
159,HWGL,HARVEY RD & GLENROCK DR,39.80047,-75.47708
160,NSRO,NEW CASTLE AVE & ROGERS RD,39.711976,-75.548377
161,NSCH,NEW CASTLE AVE & CHERRY LN,39.693057,-75.554832
162,MSMO,MOORES LN & MONTPELIER BLVD,39.68346,-75.56829
164,6SDE,6TH ST-NC & DELAWARE AVE,39.661863,-75.567167
165,BWFR,BASIN RD & FRENCHTOWN RD,39.665323,-75.579687
166,BWCR,BASIN RD & CRIPPEN DR,39.677232,-75.588081
168,RW01,READS WAY & BLDG ONE,39.688554,-75.609154
169,FWAI,CHRISTIANA RD & AIRPORT RD FS,39.662984,-75.640089
170,FECO,CHRISTIANA RD & COMMUNITY PLAZA,39.662718,-75.639939
171,RE01,READS WAY & OP ONE READS WAY,39.688369,-75.609136
172,B1CO,BASIN RD & COMMONS BLVD,39.692223,-75.598574
173,6NDE,6TH ST-NC & DELAWARE ST,39.661919,-75.566849
174,NNMO,NEW CASTLE AVE & OP MOORES LANE,39.674448,-75.561013
175,MNMO,MOORES LANE & OP MONTPELIER BL,39.683985,-75.567397
176,NNCH,NEW CASTLE AVE & CHERRY LANE,39.692874,-75.554605
177,NNRO,NEW CASTLE AVE & OP ROGERS RD,39.712355,-75.547937
178,I95S,I95 SOUTH & TRAVEL PLAZA,39.662153,-75.69194
179,SNFR,S COLLEGE AVE & FRIENDLYS,39.650762,-75.748799
180,CHPA,DE 896 & DE 4 & P-N-R INSIDE,39.657866,-75.750187
181,SNNC,S COLLEGE AVE & OP N CHRYSLER EN,39.666567,-75.75268
182,ENSP,ELKTON RD & OP SUBURBAN PLZ,39.667211,-75.773769
183,ENEL,S MAIN ST & SHOP CTR,39.676997,-75.762742
184,CWNE,COUNTRY CLUB DR & NEW LONDON RD,39.693501,-75.764464
185,LECA,LAFAYETTE RD & CASHO MILL RD,39.685302,-75.774994
187,ESSP,ELKTON RD & SUBURBAN PLAZA,39.667419,-75.774075
188,SSFR,S COLLEGE AVE & OP FRIENDLYS,39.650761,-75.749137
191,HSRO,HASTIE DR & ROGERS RD,39.714516,-75.551491
192,WW07,WEST AVE & 7TH ST,39.701109,-75.547144
193,MWLI,MEMORIAL DR & OP LIND AVE,39.700052,-75.553517
194,DSME,DUPONT HWY & OP MEMORIAL DR,39.70972,-75.564375
195,DHSS,DEPT HEALTH & SOCIAL SVCS,39.700151,-75.575032
196,DNME,DUPONT HWY & MEMORIAL DR,39.709228,-75.564124
197,M1LI,MEMORIAL DR & LIND AVE,39.699953,-75.55368
198,WE07,WEST AVE & 7TH ST,39.700911,-75.54715
199,HNRO,HASTIE DR & ROGERS RD,39.714525,-75.551284
200,USLA,UNION ST & LANCASTER AVE,39.746795,-75.574736
201,LNFA,LIMESTONE RD OP FAITH BAPT ENT,39.738184,-75.685734
203,NWSK,NEW LINDEN HILL RD & SKYLINE DR,39.727593,-75.692174
204,PNPO,POLLY DRUMMOND & POLLY DRUM SH CT,39.718517,-75.709555
206,NEPI,NEW LINDEN HILL RD& LINDEN PARK,39.735534,-75.690169
207,LSFA,LIMESTONE RD & FAITH BAPT CH EN,39.737455,-75.685262
208,LNLA,LINCOLN ST & LANCASTER AVE,39.74627,-75.573444
209,PWWO,PENNSYLVANIA AVE & WOODLAWN AVE,39.75805,-75.571179
210,LWHE,LANCASTER PIKE & HERC RR TRACK,39.762723,-75.637443
212,LWDE,LANCASTER PK & OP WELLS FARGO,39.7873,-75.690731
213,YWLA,YORKLYN RD & LANCASTER PK,39.788452,-75.696469
214,OEER,OLD LANCASTER PK & ERICKSON AVE,39.785503,-75.69205
215,YELA,YORKLYN RD & LANCASTER PK,39.78827,-75.696447
216,LEDE,LANCASTER PK & WELLS FARGO,39.787428,-75.691897
218,LEHE,LANCASTER PIKE & HERC RR TRACK,39.762508,-75.637121
220,PEWO,PENNSYLVANIA AVE & WOODLAWN AVE,39.758152,-75.571589
221,FNSI,FOULK RD & SILVERSIDE RD,39.808886,-75.514452
222,FEFN,NAAMANS RD & F&N SHOP CENTER,39.824577,-75.497263
223,FSSI,FOULK RD & SILVERSIDE RD,39.807623,-75.515871
225,SSAR,SUNSET BLVD & ARBYS REST,39.670513,-75.598115
226,OECH,OLD FORGE RD & OP CHELTON APT,39.651754,-75.625805
227,SNAR,SUNSET BLVD & ARBYS REST,39.670327,-75.59819
229,DSMI,DUPONT HWY & OP MILLSIDE RD,39.721152,-75.55587
230,B0NE,BASIN RD & OP NEWS JOURNAL,39.695469,-75.601081
231,ASCH,AIRPORT RD & CHURCHMANS RD,39.677721,-75.625353
233,D7PA,DEL RT 7 & DEL RT273 P-N-R,39.66161,-75.654566
235,WAAV,WAKEFIELD DR & COMCAST,39.662173,-75.676029
238,AICH,AIRPORT RD & CHURCHMANS RD,39.677136,-75.625512
239,BNNE,BASIN RD & NEWS JOURNAL,39.694735,-75.599999
241,4EBR,4TH ST & BROOM ST,39.746254,-75.565874
242,GNPA,GOV PRINTZ BLVD & OP PALADIN DR,39.752728,-75.514287
243,RESA,RYSING DR & SALISBURY DR,39.756012,-75.499189
244,KWPR,KYNLYN DR & PROSPECT DR,39.763388,-75.488882
245,RWSA,RYSING DR & SALISBURY DR,39.756089,-75.499108
246,GSPA,GOV PRINTZ BLVD & PALADIN DR,39.752933,-75.514168
249,SWDU,SAIENNI BLVD & DUPONT HWY,39.640836,-75.625912
250,TYBT,TYBOUTS CORNER & P-N-R,39.619353,-75.639976
251,SEDU,SAIENNI BLVD & DUPONT HWY,39.640721,-75.626031
254,DWHA,DELAWARE AVE & HARRISON ST,39.75354,-75.557495
256,BE19,BROOM ST & 19TH ST,39.760186,-75.549385
257,CNIN,CONCORD PK & INDEPENDENCE MALL,39.781515,-75.545256
258,ZEN1,ZENECA ONSITE & VISITOR CTR,39.785521,-75.549802
259,AIHO,AI DUPONT HOSP & ONSITE,39.779894,-75.556327
260,RCN2,ROCKLAND CTR 2 & CLINIC,39.781096,-75.552312
261,EXST,EXPERIMENTAL STATION MAIN ENTRANCE,39.772555,-75.576326
262,CSMU,CONCORD PK & MURPHY RD,39.784263,-75.546005
264,BW19,BROOM ST & 19TH ST,39.760312,-75.54945
265,DEHA,DELAWARE AVE & HARRISON ST,39.753501,-75.557571
266,LSKI,LIMESTONE RD & KIRKWOOD HWY,39.722891,-75.657589
270,MAFR,CHASE CENTER,39.730173,-75.563816
273,CWHA,CHRISTIANA RD & HARMONY RD,39.675624,-75.680615
274,CNHI,CONTINENTAL DR AT HILTON,39.687744,-75.658716
275,CHSP,CHRISTIANA HOSPITAL @ MATERNITY ENT,39.688618,-75.671056
276,CEGE,CHRISTIANA RD & GERALD ST,39.675362,-75.681066
277,CSHI,CONTINENTAL DR & OP HILTON,39.687974,-75.658833
278,SCCH,SALEM CHURCH RD & CHAPMAN RD,39.667775,-75.695961
279,CHSC,CHESTNUT HILL RD & OP SALEM CHRH RD,39.676711,-75.7003
280,C0MR,CHESTNUT HILL RD & MARTINDALE RD,39.663511,-75.724664
282,72NL,DEL RT 72 & OP NEWARK LIBRARY,39.682922,-75.736279
283,MEKE,MARROWS RD & KENSINGTON LN,39.664036,-75.726671
284,CESA,CHESTNUT HILL RD & SALEM CHURCH RD,39.676063,-75.700653
285,CHSA,CHAPMAN RD & SALEM CHURCH RD,39.666685,-75.694822
287,REEB,RAMBLEWOOD DR & EBRIGHT RD,39.835806,-75.518529
289,COSE,CONCORD MALL & OP SEARS,39.821207,-75.545536
290,TGIF,ROCKYRUN PWKY & CT YARD MARRIOTT,39.818229,-75.550584
292,SSSI,SHIPLEY RD & SILVERSIDE RD,39.809468,-75.535835
293,LWBA,LANCASTER AVE & BANCROFT PKWY,39.747308,-75.575541
295,MWDU,MILLTOWN RD & DUNCAN RD,39.740337,-75.645462
296,MWCR,MILLTOWN RD & OP CRATCHETT RD,39.731496,-75.665111
301,KEMI,KIRKWOOD HWY & OP MILLTOWN RD,39.714209,-75.674827
302,MECR,MILLTOWN RD & CRATCHETT RD,39.731353,-75.665037
303,M1DN,MILLTOWN RD & DUNCAN RD,39.740379,-75.64519
304,FEWI,FAULKLAND RD & WILLOW RUN ENT,39.748124,-75.607082
305,LEBA,LANCASTER AVE & BANCROFT PKWY,39.747128,-75.57548
306,40GO,US RT40 & GOVERNORS SQ ENT,39.631359,-75.663091
308,40BR,US RT40 & BROOKMONT DR,39.621571,-75.687496
309,40GL,US RT40 & GLASGOW DR,39.620682,-75.689928
310,40SA,US RT40 & SALEM CHURCH RD,39.618368,-75.695958
311,40SC,US RT40 & SCOTLAND DR,39.610943,-75.705663
312,40FO,US RT40 & OP FOX RUN S C,39.608324,-75.716177
313,40PP,US RT40 & PEOPLES PLAZA PNR,39.602733,-75.74603
314,40FX,US RT40 & FOX RUN SHOP CTR,39.608052,-75.714475
315,40SL,US RT40 & SCOTLAND DR,39.611671,-75.703704
316,40PO,US RT40 & PORTER RD,39.618771,-75.694133
318,40BM,US RT40 & OP BROOKMONT DR,39.621322,-75.686949
319,40GD,US RT40 & GLENDALE BLVD,39.627923,-75.670043
320,40GS,US RT40 & OP GOVERNORS SQ ENT,39.631471,-75.661887
322,40BU,US RT40 & BUCKLEY BLVD,39.640308,-75.646839
323,WWOL,WILTON BLVD & OLD FORGE RD,39.653133,-75.623363
324,40BK,US RT 40 & OP BUCKLEY BLVD,39.640477,-75.647264
325,LACO,CORPORATE BLVD @ LAKE DR,39.616634,-75.753505
327,OBSW,OLD BALTIMORE PK & SALEM WOODS RD,39.648408,-75.697315
328,OBMA,OLD BALTIMORE PK & MAIN ST-CHRISTIA,39.665106,-75.660226
330,OBSA,OLD BALTIMORE PK & SALEM CHURCH RD,39.64839,-75.699031
331,SSFS,S COLLEGE AVE & FOUR SEASONS PKY,39.624569,-75.744297
332,DTCW,DELTECH CC ON SITE - WB,39.689631,-75.649643
333,JPMN,JP MORGAN CTR ON SITE - N,39.693449,-75.648621
339,NERR,NEWARK TRAIN STA & ONSITE,39.669575,-75.753791
340,SNPE,S COLLEGE AVE & PED X AMSTEL AVE,39.680505,-75.753513
341,DENE,DELAWARE AVE-NEW & NEWARK HS PEDX,39.681315,-75.737914
342,SSPE,S COLLEGE AVE & PED X AMSTEL AVE,39.680334,-75.75368
344,WASI,WALKER RD & SILVER LK PLAZA,39.171983,-75.535491
345,WALI,WALKER RD & LIBERTY CT,39.167272,-75.556404
346,GRSU,GREENTREE DR @ GREENTREE SHOP CTR,39.160182,-75.553176
350,NOSI,W NORTH ST & SIMON CIR,39.15471,-75.539581
353,FOMO,FORREST AVE & MODERN MATURITY,39.159229,-75.547527
355,KRHA,KESSELRING AVE & HAMAN DR,39.136664,-75.54069
357,STHO,STATE ST & HOLY CROSS,39.151004,-75.522202
358,STCR,STATE ST & CAPITAL CLEANERS,39.141271,-75.523027
361,MMED,MIFFLIN MEADOWS & ON SITE,39.087871,-75.54728
363,10OM,DEL RT 10 & OP MOORES LAKE SC,39.118129,-75.516327
364,STCC,STATE ST & CARROLLS CN DOV POOLS,39.142185,-75.522649
365,DLDT,DANNER CAMPUS @ DELDOT ADMIN EMPENT,39.147951,-75.503951
368,PIGE,PINE CABIN RD & OP GENERALS GRN APT,39.128966,-75.493711
372,113B,BAY RD & BLUE HEN MALL,39.152117,-75.503111
373,RIFA,RIVER RD & FAMILY CT,39.157393,-75.51591
374,NERI,NEW CASTLE AVE & RIVER RD,39.152738,-75.515262
375,SOTU,S LITTLE CRK RD & TUDOR IND PARK,39.156818,-75.498301
377,DIED,DIVISION ST & EDGEHILL SHOP CTR,39.163704,-75.514172
378,WILE,WILLIS RD & LEASE OFFICE,39.171133,-75.509924
382,LUT1,LUTHER TOWERS & BLDG 1,39.168466,-75.519525
383,13DD,DOVER DOWNS & ON SITE,39.187624,-75.533479
384,13DO,US RT 13 & DOVER MALL ENT 1,39.194441,-75.541366
385,DESU,US RT13 @ N COLLEGE RD/DEL STATE,39.18799,-75.540098
388,DEDT,DEL TECH CC TERRY BLDG & ON SITE,39.198902,-75.560356
390,GOFU,GOVERNORS AVE & FULTON ST,39.162545,-75.528892
392,DDPR,REHOBOTH P-N-R & COUNTRY CLUB RD,38.712003,-75.10727
393,RERE,REHOBOTH AVE OP CITY HALL,38.715745,-75.083559
394,REBO,REHOBOTH AVE & BOARDWALK,38.716679,-75.076342
395,RECI,REHOBOTH AVE & CITY HALL,38.71604,-75.083491
396,1PHI,DEL RT 1 & PHILLIPS ST,38.710981,-75.098788
397,1REH,DEL RT 1 & WASHINGTON ST REHOBOTH INN MOTEL,38.707001,-75.089691
398,1SPR,DEL RT 1 @  SEA ESTA IV,38.701812,-75.081957
399,1LOU,DEL RT 1 @ HOUSTON ST,38.698006,-75.076466
400,D1SS,DEL RT 1 & SAULSBURY ST,38.695993,-75.075458
401,1REA,DEL RT 1 & READ ST,38.691993,-75.074898
402,1RUD,DEL RT 1 & RUDDERTOWN,38.689424,-75.07459
403,1MCK,DEL RT 1 & MCKINLEY ST,38.692693,-75.074637
404,1DAG,DEL RT 1 & DAGSWORTHY ST,38.693724,-75.074752
405,1SAU,DEL RT 1 & SAULSBURY ST,38.695826,-75.075055
406,1CUL,DEL RT 1 & CULLEN ST,38.700001,-75.078819
407,1OCE,DEL RT 1 & RATTAN COMPANY,38.705048,-75.086091
408,1SHE,DEL RT 1 & BAY RD REHOBOTH MOTORS,38.70713,-75.089243
409,1CHU,DEL RT 1 & CHURCH ST,38.711247,-75.098619
410,100S,DEL RT 1 & TANGER OUTLET SEASIDE,38.717137,-75.111238
411,100B,DEL RT 1 & TANGER OUTLET 2,38.71626,-75.110464
412,1AME,DEL RT 1 & CVS PHARMACY,38.71524,-75.107421
413,1KMA,DEL RT 1 & KMART,38.719578,-75.116327
415,MIMI,DEL RT 1 @ MOVIES AT MIDWAY,38.737767,-75.142468
416,1ROC,DEL RT 1 & TANGER OUTLET SURFSIDE,38.735685,-75.140081
417,1MAL,DEL RT 1 & REHOB MALL,38.729107,-75.130793
418,1MAP,DEL RT 1 & THE MARKET PL(SEA SHELL,38.722408,-75.122297
420,1CAH,DEL RT 1 & CAMELOT DR (ECONO LODGE),38.719996,-75.118082
422,1OOB,DEL RT 1 & TANGER OUTLET BAYSIDE,38.715493,-75.109029
423,1REM,DEL RT 1 & OP REHO MALL,38.729228,-75.130301
424,SANQ,SAVANNAH RD & QUAKER RD,38.755551,-75.159122
425,SAAR,SAVANNAH RD & US ARMY RESERVE,38.765116,-75.148779
426,SANC,SAVANNAH RD & BEEBE AVE.,38.770761,-75.142854
427,MAR2,MARKET ST & 2ND ST,38.775412,-75.140515
428,SABE,SAVANNAH RD & BEEBE HOSPITAL,38.771205,-75.142562
429,SAHU,SAVANNAH RD & HULING COVE,38.765281,-75.148844
430,SACO,SAVANNAH RD & COVEY CREEK,38.756387,-75.158442
432,GDHS,ADAMS STATE SERVICE CENTER AT BEDFORD ST,38.665382,-75.379116
433,9NRR,US RT 9 & N RAILROAD AVE,38.692124,-75.383186
434,9DE5,US RT 9 & DEL RT 5,38.724425,-75.287452
435,9E28,US RT 9 & RD 281,38.734189,-75.23824
436,9SUE,US RT 9 & OP SUSSEX EAST,38.739683,-75.199889
437,9SUS,US RT 9 & SUSSEX EAST,38.739784,-75.200524
438,9281,US RT 9 & RD 281,38.734211,-75.238265
439,9DR5,US RT 9 & DEL RT5,38.724808,-75.286224
440,9NRA,US RT 9 & N RAILROAD AVE,38.69212,-75.383414
442,24PE,DEL RT 24 & PEDDLERS VILLAGE,38.699212,-75.170624
443,23SL,DEL RT 23 & SHOPPES OF LNGNCK,38.630613,-75.175274
447,24ON,DEL RT 24 & OP NANTICOKE CR,38.63683,-75.193716
448,24OP,DEL RT 24 & OP PEDDLERS VILL,38.700498,-75.167625
449,PALU,PALMER ST & OP LUTHER TWRS,38.785469,-75.309754
450,PPHC,RD 213 & PPHCHURCH-SITE,38.793759,-75.429696
451,SWMI,S WALNUT ST & MISPILLION APTS,38.895212,-75.429978
452,SWPA,S WALNUT ST & PARK AVE,38.913418,-75.428295
453,WMRT,SUPER WAL-MART ON-SITE,38.929727,-75.434225
454,SWPK,N WALNUT ST & PARK ST-DHSS,38.913272,-75.428455
455,SWMP,S WALNUT ST & MISPILLION APTS,38.895196,-75.430121
456,PALT,PALMER ST & LUTHER TOWERS,38.785518,-75.309925
458,MASS,MAIN ST- BRIDGEVILLE AT AUSTIN LANE,38.736357,-75.596273
459,BGSC,BRIDGEVILLE STSC AT MILL/CANNON ST,38.743367,-75.605168
460,13WA,US RT 13 AT WAL-MART-ON SITE,38.661591,-75.590886
461,13SV,SEAFORD VILLAGE SC ROSES/DOLLAR STORE,38.660423,-75.596159
462,SHSC,SHIPLEY STATE SERVICE CENTER AT VIRGINIA AVE,38.654142,-75.609647
463,NANT,NANTICOKE HOSPITAL AT MIDDLEFORD RD,38.642267,-75.605406
465,DEAD,DELAWARE AVE & ADAMS ST,39.750532,-75.554576
466,11TA,11TH ST & TATNALL ST,39.747298,-75.549536
474,SMYR,SMYRNA REST AREA & P-N-R,39.323605,-75.618173
476,13BL,US RT13 & SMYRNA LEPSIC RD,39.290914,-75.596539
477,13SF,US RT13 & FAST LANDING RD,39.223084,-75.576486
478,13SD,US RT 13 & DENNEYS RD,39.201364,-75.557936
480,13ND,US RT13 & DENNEYS RD,39.202894,-75.559439
481,13NF,US RT13 & FAST LANDING RD,39.224372,-75.576605
482,13BE,US RT13 @ SMYRNA LEPSIC RD,39.292143,-75.596751
486,MABE,SR 299 @ N CATHERINE ST,39.449796,-75.713685
490,STSK,STATE ST & KENT GENERAL HOS,39.151041,-75.522381
493,MCOM,MILFORD COMMONS ON-SITE,38.933003,-75.433381
495,DLNC,DELAWARE AVE & CLARK ST,38.923898,-75.577021
534,13LO,US RT 13 @ CAMDEN WYOMING AVE,39.114683,-75.537057
539,PSHD,PEACHTREE & HONDA DEALER,39.098583,-75.54301
548,STGO,STATE ST & GOODEN AVE,39.147791,-75.522534
549,STYC,STATE ST & OP YMCA,39.144567,-75.522779
